series,timestamp,value,label
RR,1970-01-01T00:02:27.000Z,704,
RR,1970-01-01T00:02:28.000Z,700,
RR,1970-01-01T00:02:29.000Z,700,
RR,1970-01-01T00:02:30.000Z,708,
RR,1970-01-01T00:02:31.000Z,700,
RR,1970-01-01T00:02:32.000Z,700,
RR,1970-01-01T00:02:33.000Z,756,
RR,1970-01-01T00:02:34.000Z,2068,
RR,1970-01-01T00:02:35.000Z,1396,
RR,1970-01-01T00:02:36.000Z,708,
RR,1970-01-01T00:02:37.000Z,712,
RR,1970-01-01T00:02:38.000Z,708,
RR,1970-01-01T00:02:39.000Z,716,
RR,1970-01-01T00:02:40.000Z,720,
RR,1970-01-01T00:02:41.000Z,752,
RR,1970-01-01T00:02:42.000Z,664,
RR,1970-01-01T00:02:43.000Z,704,
RR,1970-01-01T00:02:44.000Z,704,
RR,1970-01-01T00:02:45.000Z,700,
RR,1970-01-01T00:02:46.000Z,740,
RR,1970-01-01T00:02:47.000Z,700,
RR,1970-01-01T00:02:48.000Z,652,
RR,1970-01-01T00:02:49.000Z,688,
RR,1970-01-01T00:02:50.000Z,692,
RR,1970-01-01T00:02:51.000Z,740,spike
RR,1970-01-01T00:02:52.000Z,648,
RR,1970-01-01T00:02:53.000Z,700,
RR,1970-01-01T00:02:54.000Z,688,
RR,1970-01-01T00:02:55.000Z,696,
RR,1970-01-01T00:02:56.000Z,696,
RR,1970-01-01T00:02:57.000Z,696,
RR,1970-01-01T00:02:58.000Z,692,
RR,1970-01-01T00:02:59.000Z,692,
RR,1970-01-01T00:03:00.000Z,704,
RR,1970-01-01T00:03:01.000Z,708,
RR,1970-01-01T00:03:02.000Z,696,
RR,1970-01-01T00:03:03.000Z,708,
RR,1970-01-01T00:03:04.000Z,708,
RR,1970-01-01T00:03:05.000Z,704,
RR,1970-01-01T00:03:06.000Z,1412,
RR,1970-01-01T00:03:07.000Z,704,
RR,1970-01-01T00:03:08.000Z,700,
RR,1970-01-01T00:03:09.000Z,704,
RR,1970-01-01T00:03:10.000Z,740,
RR,1970-01-01T00:03:11.000Z,668,
RR,1970-01-01T00:03:12.000Z,748,
RR,1970-01-01T00:03:13.000Z,664,
RR,1970-01-01T00:03:14.000Z,708,
RR,1970-01-01T00:03:15.000Z,708,
RR,1970-01-01T00:03:16.000Z,756,
RR,1970-01-01T00:03:17.000Z,660,
RR,1970-01-01T00:03:18.000Z,708,
RR,1970-01-01T00:03:19.000Z,708,
RR,1970-01-01T00:03:20.000Z,708,
RR,1970-01-01T00:03:21.000Z,708,
RR,1970-01-01T00:03:22.000Z,708,
RR,1970-01-01T00:03:23.000Z,704,
RR,1970-01-01T00:03:24.000Z,712,
RR,1970-01-01T00:03:25.000Z,712,
RR,1970-01-01T00:03:26.000Z,716,
RR,1970-01-01T00:03:27.000Z,708,
RR,1970-01-01T00:03:28.000Z,756,
RR,1970-01-01T00:03:29.000Z,712,
RR,1970-01-01T00:03:30.000Z,672,
RR,1970-01-01T00:03:31.000Z,696,
RR,1970-01-01T00:03:32.000Z,708,
RR,1970-01-01T00:03:33.000Z,708,
RR,1970-01-01T00:03:34.000Z,700,
RR,1970-01-01T00:03:35.000Z,704,
RR,1970-01-01T00:03:36.000Z,708,
RR,1970-01-01T00:03:37.000Z,700,
RR,1970-01-01T00:03:38.000Z,704,
RR,1970-01-01T00:03:39.000Z,708,
RR,1970-01-01T00:03:40.000Z,1400,
RR,1970-01-01T00:03:41.000Z,712,
RR,1970-01-01T00:03:42.000Z,700,
RR,1970-01-01T00:03:43.000Z,704,
RR,1970-01-01T00:03:44.000Z,696,
RR,1970-01-01T00:03:45.000Z,744,spike
RR,1970-01-01T00:03:46.000Z,648,
RR,1970-01-01T00:03:47.000Z,696,
RR,1970-01-01T00:03:48.000Z,696,
RR,1970-01-01T00:03:49.000Z,696,
RR,1970-01-01T00:03:50.000Z,692,
RR,1970-01-01T00:03:51.000Z,696,
RR,1970-01-01T00:03:52.000Z,700,
RR,1970-01-01T00:03:53.000Z,700,
RR,1970-01-01T00:03:54.000Z,696,
RR,1970-01-01T00:03:55.000Z,700,
RR,1970-01-01T00:03:56.000Z,700,
RR,1970-01-01T00:03:57.000Z,708,
RR,1970-01-01T00:03:58.000Z,704,
RR,1970-01-01T00:03:59.000Z,704,
RR,1970-01-01T00:04:00.000Z,1416,
RR,1970-01-01T00:04:01.000Z,708,
RR,1970-01-01T00:04:02.000Z,708,
RR,1970-01-01T00:04:03.000Z,2168,
RR,1970-01-01T00:04:04.000Z,664,
RR,1970-01-01T00:04:05.000Z,704,
RR,1970-01-01T00:04:06.000Z,744,
RR,1970-01-01T00:04:07.000Z,2792,
RR,1970-01-01T00:04:08.000Z,752,
RR,1970-01-01T00:04:09.000Z,668,
RR,1970-01-01T00:04:10.000Z,752,
RR,1970-01-01T00:04:11.000Z,664,
RR,1970-01-01T00:04:12.000Z,704,
RR,1970-01-01T00:04:13.000Z,704,
RR,1970-01-01T00:04:14.000Z,704,
RR,1970-01-01T00:04:15.000Z,752,
RR,1970-01-01T00:04:16.000Z,668,
RR,1970-01-01T00:04:17.000Z,700,
RR,1970-01-01T00:04:18.000Z,2796,
RR,1970-01-01T00:04:19.000Z,704,
RR,1970-01-01T00:04:20.000Z,752,
RR,1970-01-01T00:04:21.000Z,672,
RR,1970-01-01T00:04:22.000Z,708,
RR,1970-01-01T00:04:23.000Z,712,
RR,1970-01-01T00:04:24.000Z,700,
RR,1970-01-01T00:04:25.000Z,724,
RR,1970-01-01T00:04:26.000Z,712,
RR,1970-01-01T00:04:27.000Z,776,
RR,1970-01-01T00:04:28.000Z,692,
RR,1970-01-01T00:04:29.000Z,772,
RR,1970-01-01T00:04:30.000Z,680,
RR,1970-01-01T00:04:31.000Z,728,
RR,1970-01-01T00:04:32.000Z,712,
RR,1970-01-01T00:04:33.000Z,712,
RR,1970-01-01T00:04:34.000Z,708,
RR,1970-01-01T00:04:35.000Z,704,
RR,1970-01-01T00:04:36.000Z,756,
RR,1970-01-01T00:04:37.000Z,664,
RR,1970-01-01T00:04:38.000Z,756,
RR,1970-01-01T00:04:39.000Z,676,
RR,1970-01-01T00:04:40.000Z,720,
RR,1970-01-01T00:04:41.000Z,724,
RR,1970-01-01T00:04:42.000Z,720,
RR,1970-01-01T00:04:43.000Z,720,
RR,1970-01-01T00:04:44.000Z,724,
RR,1970-01-01T00:04:45.000Z,716,
RR,1970-01-01T00:04:46.000Z,716,
RR,1970-01-01T00:04:47.000Z,720,
RR,1970-01-01T00:04:48.000Z,704,
RR,1970-01-01T00:04:49.000Z,700,
RR,1970-01-01T00:04:50.000Z,704,
RR,1970-01-01T00:04:51.000Z,696,
RR,1970-01-01T00:04:52.000Z,1396,
RR,1970-01-01T00:04:53.000Z,700,
RR,1970-01-01T00:04:54.000Z,704,
RR,1970-01-01T00:04:55.000Z,700,
RR,1970-01-01T00:04:56.000Z,708,
RR,1970-01-01T00:04:57.000Z,700,
RR,1970-01-01T00:04:58.000Z,700,
RR,1970-01-01T00:04:59.000Z,704,
RR,1970-01-01T00:05:00.000Z,700,
RR,1970-01-01T00:05:01.000Z,1412,
RR,1970-01-01T00:05:02.000Z,708,
RR,1970-01-01T00:05:03.000Z,704,
RR,1970-01-01T00:05:04.000Z,708,
RR,1970-01-01T00:05:05.000Z,748,spike
RR,1970-01-01T00:05:06.000Z,660,
RR,1970-01-01T00:05:07.000Z,700,
RR,1970-01-01T00:05:08.000Z,692,
RR,1970-01-01T00:05:09.000Z,696,
RR,1970-01-01T00:05:10.000Z,732,spike
RR,1970-01-01T00:05:11.000Z,644,
RR,1970-01-01T00:05:12.000Z,688,
RR,1970-01-01T00:05:13.000Z,692,
RR,1970-01-01T00:05:14.000Z,696,
RR,1970-01-01T00:05:15.000Z,692,
RR,1970-01-01T00:05:16.000Z,688,
RR,1970-01-01T00:05:17.000Z,688,
RR,1970-01-01T00:05:18.000Z,684,
RR,1970-01-01T00:05:19.000Z,680,
RR,1970-01-01T00:05:20.000Z,684,
RR,1970-01-01T00:05:21.000Z,692,
RR,1970-01-01T00:05:22.000Z,688,
RR,1970-01-01T00:05:23.000Z,688,
RR,1970-01-01T00:05:24.000Z,1012,
RR,1970-01-01T00:05:25.000Z,1096,
RR,1970-01-01T00:05:26.000Z,896,
RR,1970-01-01T00:05:27.000Z,1140,
RR,1970-01-01T00:05:28.000Z,632,
RR,1970-01-01T00:05:29.000Z,680,
RR,1970-01-01T00:05:30.000Z,680,
RR,1970-01-01T00:05:31.000Z,676,
RR,1970-01-01T00:05:32.000Z,1356,
RR,1970-01-01T00:05:33.000Z,672,
RR,1970-01-01T00:05:34.000Z,720,
RR,1970-01-01T00:05:35.000Z,628,
RR,1970-01-01T00:05:36.000Z,672,
RR,1970-01-01T00:05:37.000Z,136,
RR,1970-01-01T00:05:38.000Z,580,
RR,1970-01-01T00:05:39.000Z,632,
RR,1970-01-01T00:05:40.000Z,688,
RR,1970-01-01T00:05:41.000Z,676,
RR,1970-01-01T00:05:42.000Z,684,
RR,1970-01-01T00:05:43.000Z,688,
RR,1970-01-01T00:05:44.000Z,688,
RR,1970-01-01T00:05:45.000Z,688,
RR,1970-01-01T00:05:46.000Z,692,
RR,1970-01-01T00:05:47.000Z,696,
RR,1970-01-01T00:05:48.000Z,696,
RR,1970-01-01T00:05:49.000Z,696,
RR,1970-01-01T00:05:50.000Z,700,
RR,1970-01-01T00:05:51.000Z,752,
RR,1970-01-01T00:05:52.000Z,664,
RR,1970-01-01T00:05:53.000Z,756,
RR,1970-01-01T00:05:54.000Z,660,
RR,1970-01-01T00:05:55.000Z,704,
RR,1970-01-01T00:05:56.000Z,688,
RR,1970-01-01T00:05:57.000Z,700,
RR,1970-01-01T00:05:58.000Z,684,
RR,1970-01-01T00:05:59.000Z,692,
RR,1970-01-01T00:06:00.000Z,680,
RR,1970-01-01T00:06:01.000Z,688,
RR,1970-01-01T00:06:02.000Z,684,
RR,1970-01-01T00:06:03.000Z,684,
RR,1970-01-01T00:06:04.000Z,676,
RR,1970-01-01T00:06:05.000Z,680,
RR,1970-01-01T00:06:06.000Z,684,
RR,1970-01-01T00:06:07.000Z,680,
RR,1970-01-01T00:06:08.000Z,684,
RR,1970-01-01T00:06:09.000Z,680,
RR,1970-01-01T00:06:10.000Z,676,
RR,1970-01-01T00:06:11.000Z,672,
RR,1970-01-01T00:06:12.000Z,676,
RR,1970-01-01T00:06:13.000Z,680,
RR,1970-01-01T00:06:14.000Z,680,
RR,1970-01-01T00:06:15.000Z,724,spike
RR,1970-01-01T00:06:16.000Z,640,
RR,1970-01-01T00:06:17.000Z,680,
RR,1970-01-01T00:06:18.000Z,680,
RR,1970-01-01T00:06:19.000Z,736,spike
RR,1970-01-01T00:06:20.000Z,648,
RR,1970-01-01T00:06:21.000Z,692,
RR,1970-01-01T00:06:22.000Z,688,
RR,1970-01-01T00:06:23.000Z,696,
RR,1970-01-01T00:06:24.000Z,696,
RR,1970-01-01T00:06:25.000Z,696,
RR,1970-01-01T00:06:26.000Z,696,
RR,1970-01-01T00:06:27.000Z,700,
RR,1970-01-01T00:06:28.000Z,708,
RR,1970-01-01T00:06:29.000Z,752,
RR,1970-01-01T00:06:30.000Z,1408,
RR,1970-01-01T00:06:31.000Z,664,
RR,1970-01-01T00:06:32.000Z,708,
RR,1970-01-01T00:06:33.000Z,700,
RR,1970-01-01T00:06:34.000Z,708,
RR,1970-01-01T00:06:35.000Z,716,
RR,1970-01-01T00:06:36.000Z,712,
RR,1970-01-01T00:06:37.000Z,1416,
RR,1970-01-01T00:06:38.000Z,716,
RR,1970-01-01T00:06:39.000Z,708,
RR,1970-01-01T00:06:40.000Z,700,
RR,1970-01-01T00:06:41.000Z,696,
RR,1970-01-01T00:06:42.000Z,696,
RR,1970-01-01T00:06:43.000Z,688,
RR,1970-01-01T00:06:44.000Z,688,
RR,1970-01-01T00:06:45.000Z,740,
RR,1970-01-01T00:06:46.000Z,640,
RR,1970-01-01T00:06:47.000Z,2092,
RR,1970-01-01T00:06:48.000Z,700,
RR,1970-01-01T00:06:49.000Z,704,
RR,1970-01-01T00:06:50.000Z,748,spike
RR,1970-01-01T00:06:51.000Z,652,
RR,1970-01-01T00:06:52.000Z,700,
RR,1970-01-01T00:06:53.000Z,688,
RR,1970-01-01T00:06:54.000Z,692,
RR,1970-01-01T00:06:55.000Z,688,
RR,1970-01-01T00:06:56.000Z,688,
RR,1970-01-01T00:06:57.000Z,744,spike
RR,1970-01-01T00:06:58.000Z,652,
RR,1970-01-01T00:06:59.000Z,688,
RR,1970-01-01T00:07:00.000Z,688,
RR,1970-01-01T00:07:01.000Z,288,
RR,1970-01-01T00:07:02.000Z,368,
RR,1970-01-01T00:07:03.000Z,740,
RR,1970-01-01T00:07:04.000Z,724,
RR,1970-01-01T00:07:05.000Z,672,
RR,1970-01-01T00:07:06.000Z,620,
RR,1970-01-01T00:07:07.000Z,660,
RR,1970-01-01T00:07:08.000Z,648,
RR,1970-01-01T00:07:09.000Z,648,
RR,1970-01-01T00:07:10.000Z,632,
RR,1970-01-01T00:07:11.000Z,628,
RR,1970-01-01T00:07:12.000Z,624,
RR,1970-01-01T00:07:13.000Z,628,
RR,1970-01-01T00:07:14.000Z,628,
RR,1970-01-01T00:07:15.000Z,632,
RR,1970-01-01T00:07:16.000Z,2624,
RR,1970-01-01T00:07:17.000Z,612,
RR,1970-01-01T00:07:18.000Z,660,
RR,1970-01-01T00:07:19.000Z,656,
RR,1970-01-01T00:07:20.000Z,668,
RR,1970-01-01T00:07:21.000Z,664,
RR,1970-01-01T00:07:22.000Z,664,
RR,1970-01-01T00:07:23.000Z,672,
RR,1970-01-01T00:07:24.000Z,668,
RR,1970-01-01T00:07:25.000Z,664,
RR,1970-01-01T00:07:26.000Z,680,
RR,1970-01-01T00:07:27.000Z,676,
RR,1970-01-01T00:07:28.000Z,728,spike
RR,1970-01-01T00:07:29.000Z,640,
RR,1970-01-01T00:07:30.000Z,688,
RR,1970-01-01T00:07:31.000Z,688,
RR,1970-01-01T00:07:32.000Z,696,
RR,1970-01-01T00:07:33.000Z,688,
RR,1970-01-01T00:07:34.000Z,704,
RR,1970-01-01T00:07:35.000Z,696,
RR,1970-01-01T00:07:36.000Z,708,
RR,1970-01-01T00:07:37.000Z,712,
RR,1970-01-01T00:07:38.000Z,748,spike
RR,1970-01-01T00:07:39.000Z,664,
RR,1970-01-01T00:07:40.000Z,716,
RR,1970-01-01T00:07:41.000Z,712,
RR,1970-01-01T00:07:42.000Z,708,
RR,1970-01-01T00:07:43.000Z,752,
RR,1970-01-01T00:07:44.000Z,668,
RR,1970-01-01T00:07:45.000Z,696,
RR,1970-01-01T00:07:46.000Z,744,
RR,1970-01-01T00:07:47.000Z,660,
RR,1970-01-01T00:07:48.000Z,692,
RR,1970-01-01T00:07:49.000Z,696,
RR,1970-01-01T00:07:50.000Z,696,
RR,1970-01-01T00:07:51.000Z,732,spike
RR,1970-01-01T00:07:52.000Z,644,
RR,1970-01-01T00:07:53.000Z,692,
RR,1970-01-01T00:07:54.000Z,684,
RR,1970-01-01T00:07:55.000Z,740,
RR,1970-01-01T00:07:56.000Z,640,
RR,1970-01-01T00:07:57.000Z,688,
RR,1970-01-01T00:07:58.000Z,1380,
RR,1970-01-01T00:07:59.000Z,696,
RR,1970-01-01T00:08:00.000Z,700,
RR,1970-01-01T00:08:01.000Z,696,
RR,1970-01-01T00:08:02.000Z,696,
RR,1970-01-01T00:08:03.000Z,692,
RR,1970-01-01T00:08:04.000Z,692,
RR,1970-01-01T00:08:05.000Z,688,
RR,1970-01-01T00:08:06.000Z,688,
RR,1970-01-01T00:08:07.000Z,688,
RR,1970-01-01T00:08:08.000Z,680,
RR,1970-01-01T00:08:09.000Z,728,spike
RR,1970-01-01T00:08:10.000Z,636,
RR,1970-01-01T00:08:11.000Z,692,
RR,1970-01-01T00:08:12.000Z,680,
RR,1970-01-01T00:08:13.000Z,688,
RR,1970-01-01T00:08:14.000Z,692,
RR,1970-01-01T00:08:15.000Z,692,
RR,1970-01-01T00:08:16.000Z,696,
RR,1970-01-01T00:08:17.000Z,704,
RR,1970-01-01T00:08:18.000Z,704,
RR,1970-01-01T00:08:19.000Z,712,
RR,1970-01-01T00:08:20.000Z,712,
RR,1970-01-01T00:08:21.000Z,696,
RR,1970-01-01T00:08:22.000Z,708,
RR,1970-01-01T00:08:23.000Z,704,
RR,1970-01-01T00:08:24.000Z,708,
RR,1970-01-01T00:08:25.000Z,696,
RR,1970-01-01T00:08:26.000Z,712,
RR,1970-01-01T00:08:27.000Z,708,
RR,1970-01-01T00:08:28.000Z,704,
RR,1970-01-01T00:08:29.000Z,756,spike
RR,1970-01-01T00:08:30.000Z,668,
RR,1970-01-01T00:08:31.000Z,704,
RR,1970-01-01T00:08:32.000Z,708,
RR,1970-01-01T00:08:33.000Z,712,
RR,1970-01-01T00:08:34.000Z,708,
RR,1970-01-01T00:08:35.000Z,700,
RR,1970-01-01T00:08:36.000Z,704,
RR,1970-01-01T00:08:37.000Z,696,
RR,1970-01-01T00:08:38.000Z,708,
RR,1970-01-01T00:08:39.000Z,692,
RR,1970-01-01T00:08:40.000Z,700,
RR,1970-01-01T00:08:41.000Z,696,
RR,1970-01-01T00:08:42.000Z,688,
RR,1970-01-01T00:08:43.000Z,684,
RR,1970-01-01T00:08:44.000Z,680,
RR,1970-01-01T00:08:45.000Z,728,spike
RR,1970-01-01T00:08:46.000Z,640,
RR,1970-01-01T00:08:47.000Z,684,
RR,1970-01-01T00:08:48.000Z,680,
RR,1970-01-01T00:08:49.000Z,688,
RR,1970-01-01T00:08:50.000Z,684,
RR,1970-01-01T00:08:51.000Z,684,
RR,1970-01-01T00:08:52.000Z,688,
RR,1970-01-01T00:08:53.000Z,2108,
RR,1970-01-01T00:08:54.000Z,652,
RR,1970-01-01T00:08:55.000Z,692,
RR,1970-01-01T00:08:56.000Z,696,
RR,1970-01-01T00:08:57.000Z,700,
RR,1970-01-01T00:08:58.000Z,704,
RR,1970-01-01T00:08:59.000Z,712,
RR,1970-01-01T00:09:00.000Z,700,
RR,1970-01-01T00:09:01.000Z,756,
RR,1970-01-01T00:09:02.000Z,712,
RR,1970-01-01T00:09:03.000Z,668,
RR,1970-01-01T00:09:04.000Z,712,
RR,1970-01-01T00:09:05.000Z,712,
RR,1970-01-01T00:09:06.000Z,704,
RR,1970-01-01T00:09:07.000Z,756,
RR,1970-01-01T00:09:08.000Z,660,
RR,1970-01-01T00:09:09.000Z,708,
RR,1970-01-01T00:09:10.000Z,748,
RR,1970-01-01T00:09:11.000Z,664,
RR,1970-01-01T00:09:12.000Z,704,
RR,1970-01-01T00:09:13.000Z,748,
RR,1970-01-01T00:09:14.000Z,664,
RR,1970-01-01T00:09:15.000Z,708,
RR,1970-01-01T00:09:16.000Z,712,
RR,1970-01-01T00:09:17.000Z,708,
RR,1970-01-01T00:09:18.000Z,708,
RR,1970-01-01T00:09:19.000Z,712,
RR,1970-01-01T00:09:20.000Z,1416,
RR,1970-01-01T00:09:21.000Z,708,
RR,1970-01-01T00:09:22.000Z,708,
RR,1970-01-01T00:09:23.000Z,708,
RR,1970-01-01T00:09:24.000Z,708,
RR,1970-01-01T00:09:25.000Z,704,
RR,1970-01-01T00:09:26.000Z,716,
RR,1970-01-01T00:09:27.000Z,712,
RR,1970-01-01T00:09:28.000Z,716,
RR,1970-01-01T00:09:29.000Z,716,
RR,1970-01-01T00:09:30.000Z,712,
RR,1970-01-01T00:09:31.000Z,720,
RR,1970-01-01T00:09:32.000Z,716,
RR,1970-01-01T00:09:33.000Z,708,
RR,1970-01-01T00:09:34.000Z,716,
RR,1970-01-01T00:09:35.000Z,712,
RR,1970-01-01T00:09:36.000Z,752,
RR,1970-01-01T00:09:37.000Z,668,
RR,1970-01-01T00:09:38.000Z,708,
RR,1970-01-01T00:09:39.000Z,756,
RR,1970-01-01T00:09:40.000Z,720,
RR,1970-01-01T00:09:41.000Z,664,
RR,1970-01-01T00:09:42.000Z,756,
RR,1970-01-01T00:09:43.000Z,664,
RR,1970-01-01T00:09:44.000Z,708,
RR,1970-01-01T00:09:45.000Z,708,
RR,1970-01-01T00:09:46.000Z,712,
RR,1970-01-01T00:09:47.000Z,680,
RR,1970-01-01T00:09:48.000Z,736,
RR,1970-01-01T00:09:49.000Z,712,
RR,1970-01-01T00:09:50.000Z,716,
RR,1970-01-01T00:09:51.000Z,716,
