series,timestamp,value,label
markup,1970-01-01T00:00:26.000Z,0,
markup,1970-01-01T00:00:27.000Z,0,
RR,1970-01-01T00:00:27.000Z,1068,
markup,1970-01-01T00:00:28.000Z,0,
RR,1970-01-01T00:00:28.000Z,1012,
RR,1970-01-01T00:00:29.000Z,924,
markup,1970-01-01T00:00:29.000Z,0,
RR,1970-01-01T00:00:30.000Z,1068,
markup,1970-01-01T00:00:30.000Z,0,
RR,1970-01-01T00:00:31.000Z,1008,
markup,1970-01-01T00:00:31.000Z,0,
RR,1970-01-01T00:00:32.000Z,1000,
markup,1970-01-01T00:00:32.000Z,0,
RR,1970-01-01T00:00:33.000Z,992,
markup,1970-01-01T00:00:33.000Z,0,
markup,1970-01-01T00:00:34.000Z,0,
RR,1970-01-01T00:00:34.000Z,1012,
markup,1970-01-01T00:00:35.000Z,0,
RR,1970-01-01T00:00:35.000Z,1016,
RR,1970-01-01T00:00:36.000Z,996,
markup,1970-01-01T00:00:36.000Z,0,
RR,1970-01-01T00:00:37.000Z,1000,
markup,1970-01-01T00:00:37.000Z,0,
markup,1970-01-01T00:00:38.000Z,0,
RR,1970-01-01T00:00:38.000Z,972,
RR,1970-01-01T00:00:39.000Z,1036,
markup,1970-01-01T00:00:39.000Z,0,
RR,1970-01-01T00:00:40.000Z,1024,
markup,1970-01-01T00:00:40.000Z,0,
markup,1970-01-01T00:00:41.000Z,0,
RR,1970-01-01T00:00:41.000Z,1040,
RR,1970-01-01T00:00:42.000Z,1116,
markup,1970-01-01T00:00:42.000Z,0,
RR,1970-01-01T00:00:43.000Z,1064,
markup,1970-01-01T00:00:43.000Z,0,
RR,1970-01-01T00:00:44.000Z,1040,
markup,1970-01-01T00:00:44.000Z,0,
markup,1970-01-01T00:00:45.000Z,0,
RR,1970-01-01T00:00:45.000Z,1060,
RR,1970-01-01T00:00:46.000Z,1000,
markup,1970-01-01T00:00:46.000Z,0,
RR,1970-01-01T00:00:47.000Z,1044,
markup,1970-01-01T00:00:47.000Z,0,
RR,1970-01-01T00:00:48.000Z,1104,
markup,1970-01-01T00:00:48.000Z,0,
RR,1970-01-01T00:00:49.000Z,1000,
markup,1970-01-01T00:00:49.000Z,0,
markup,1970-01-01T00:00:50.000Z,1,
RR,1970-01-01T00:00:50.000Z,844,
markup,1970-01-01T00:00:51.000Z,1,
RR,1970-01-01T00:00:51.000Z,904,
markup,1970-01-01T00:00:52.000Z,1,
RR,1970-01-01T00:00:52.000Z,792,
RR,1970-01-01T00:00:53.000Z,856,
markup,1970-01-01T00:00:53.000Z,1,
RR,1970-01-01T00:00:54.000Z,872,
markup,1970-01-01T00:00:54.000Z,1,
markup,1970-01-01T00:00:55.000Z,0,
RR,1970-01-01T00:00:55.000Z,920,
RR,1970-01-01T00:00:56.000Z,968,
markup,1970-01-01T00:00:56.000Z,0,
markup,1970-01-01T00:00:57.000Z,0,
RR,1970-01-01T00:00:57.000Z,956,
markup,1970-01-01T00:00:58.000Z,0,
RR,1970-01-01T00:00:58.000Z,968,
RR,1970-01-01T00:00:59.000Z,932,
markup,1970-01-01T00:00:59.000Z,0,
markup,1970-01-01T00:01:00.000Z,1,
RR,1970-01-01T00:01:00.000Z,940,
RR,1970-01-01T00:01:01.000Z,944,
markup,1970-01-01T00:01:01.000Z,1,
markup,1970-01-01T00:01:02.000Z,1,
RR,1970-01-01T00:01:02.000Z,944,
markup,1970-01-01T00:01:03.000Z,1,
RR,1970-01-01T00:01:03.000Z,936,
markup,1970-01-01T00:01:04.000Z,1,spike
RR,1970-01-01T00:01:04.000Z,996,
RR,1970-01-01T00:01:05.000Z,896,
markup,1970-01-01T00:01:05.000Z,1,
markup,1970-01-01T00:01:06.000Z,1,
RR,1970-01-01T00:01:06.000Z,940,
markup,1970-01-01T00:01:07.000Z,1,
RR,1970-01-01T00:01:07.000Z,940,
RR,1970-01-01T00:01:08.000Z,924,
markup,1970-01-01T00:01:08.000Z,1,
RR,1970-01-01T00:01:09.000Z,900,
markup,1970-01-01T00:01:09.000Z,0,
markup,1970-01-01T00:01:10.000Z,0,
RR,1970-01-01T00:01:10.000Z,880,
markup,1970-01-01T00:01:11.000Z,0,
RR,1970-01-01T00:01:11.000Z,864,
markup,1970-01-01T00:01:12.000Z,0,
RR,1970-01-01T00:01:12.000Z,844,
markup,1970-01-01T00:01:13.000Z,0,
RR,1970-01-01T00:01:13.000Z,836,
markup,1970-01-01T00:01:14.000Z,0,
RR,1970-01-01T00:01:14.000Z,824,
RR,1970-01-01T00:01:15.000Z,816,
markup,1970-01-01T00:01:15.000Z,0,
markup,1970-01-01T00:01:16.000Z,0,
RR,1970-01-01T00:01:16.000Z,884,
RR,1970-01-01T00:01:17.000Z,816,
markup,1970-01-01T00:01:17.000Z,0,
markup,1970-01-01T00:01:18.000Z,0,
RR,1970-01-01T00:01:18.000Z,964,
RR,1970-01-01T00:01:19.000Z,896,
markup,1970-01-01T00:01:19.000Z,0,
RR,1970-01-01T00:01:20.000Z,976,
markup,1970-01-01T00:01:20.000Z,0,
markup,1970-01-01T00:01:21.000Z,0,
RR,1970-01-01T00:01:21.000Z,956,
RR,1970-01-01T00:01:22.000Z,952,
markup,1970-01-01T00:01:22.000Z,1,
markup,1970-01-01T00:01:23.000Z,1,
RR,1970-01-01T00:01:23.000Z,940,
markup,1970-01-01T00:01:24.000Z,1,
RR,1970-01-01T00:01:24.000Z,952,
markup,1970-01-01T00:01:25.000Z,1,spike
RR,1970-01-01T00:01:25.000Z,1004,
RR,1970-01-01T00:01:26.000Z,908,
markup,1970-01-01T00:01:26.000Z,1,
markup,1970-01-01T00:01:27.000Z,1,
RR,1970-01-01T00:01:27.000Z,976,
markup,1970-01-01T00:01:28.000Z,1,
RR,1970-01-01T00:01:28.000Z,944,
markup,1970-01-01T00:01:29.000Z,0,
RR,1970-01-01T00:01:29.000Z,996,
RR,1970-01-01T00:01:30.000Z,920,
markup,1970-01-01T00:01:30.000Z,0,
markup,1970-01-01T00:01:31.000Z,0,
RR,1970-01-01T00:01:31.000Z,884,
markup,1970-01-01T00:01:32.000Z,0,
RR,1970-01-01T00:01:32.000Z,820,
RR,1970-01-01T00:01:33.000Z,908,
markup,1970-01-01T00:01:33.000Z,0,
markup,1970-01-01T00:01:34.000Z,0,
RR,1970-01-01T00:01:34.000Z,832,
markup,1970-01-01T00:01:35.000Z,0,
RR,1970-01-01T00:01:35.000Z,836,
RR,1970-01-01T00:01:36.000Z,832,
markup,1970-01-01T00:01:36.000Z,0,
RR,1970-01-01T00:01:37.000Z,832,
markup,1970-01-01T00:01:37.000Z,0,
markup,1970-01-01T00:01:38.000Z,0,
RR,1970-01-01T00:01:38.000Z,780,
RR,1970-01-01T00:01:39.000Z,884,
markup,1970-01-01T00:01:39.000Z,0,
markup,1970-01-01T00:01:40.000Z,0,
RR,1970-01-01T00:01:40.000Z,776,
markup,1970-01-01T00:01:41.000Z,0,
RR,1970-01-01T00:01:41.000Z,860,
markup,1970-01-01T00:01:42.000Z,0,
RR,1970-01-01T00:01:42.000Z,888,
RR,1970-01-01T00:01:43.000Z,900,
markup,1970-01-01T00:01:43.000Z,0,
markup,1970-01-01T00:01:44.000Z,0,
RR,1970-01-01T00:01:44.000Z,912,
markup,1970-01-01T00:01:45.000Z,0,
RR,1970-01-01T00:01:45.000Z,912,
markup,1970-01-01T00:01:46.000Z,0,
RR,1970-01-01T00:01:46.000Z,928,
RR,1970-01-01T00:01:47.000Z,920,
markup,1970-01-01T00:01:47.000Z,0,
markup,1970-01-01T00:01:48.000Z,0,
RR,1970-01-01T00:01:48.000Z,896,
markup,1970-01-01T00:01:49.000Z,0,
RR,1970-01-01T00:01:49.000Z,880,
markup,1970-01-01T00:01:50.000Z,0,
RR,1970-01-01T00:01:50.000Z,852,
RR,1970-01-01T00:01:51.000Z,848,
markup,1970-01-01T00:01:51.000Z,0,
markup,1970-01-01T00:01:52.000Z,0,
RR,1970-01-01T00:01:52.000Z,868,
markup,1970-01-01T00:01:53.000Z,0,
RR,1970-01-01T00:01:53.000Z,868,
markup,1970-01-01T00:01:54.000Z,0,
RR,1970-01-01T00:01:54.000Z,912,
markup,1970-01-01T00:01:55.000Z,0,
RR,1970-01-01T00:01:55.000Z,928,
markup,1970-01-01T00:01:56.000Z,0,
RR,1970-01-01T00:01:56.000Z,952,
markup,1970-01-01T00:01:57.000Z,0,
RR,1970-01-01T00:01:57.000Z,968,
markup,1970-01-01T00:01:58.000Z,0,
RR,1970-01-01T00:01:58.000Z,976,
RR,1970-01-01T00:01:59.000Z,964,
markup,1970-01-01T00:01:59.000Z,0,
markup,1970-01-01T00:02:00.000Z,0,
RR,1970-01-01T00:02:00.000Z,1036,
markup,1970-01-01T00:02:01.000Z,0,
RR,1970-01-01T00:02:01.000Z,1004,
RR,1970-01-01T00:02:02.000Z,960,
markup,1970-01-01T00:02:02.000Z,0,
RR,1970-01-01T00:02:03.000Z,1080,
markup,1970-01-01T00:02:03.000Z,0,
markup,1970-01-01T00:02:04.000Z,0,
RR,1970-01-01T00:02:04.000Z,1020,
markup,1970-01-01T00:02:05.000Z,0,
RR,1970-01-01T00:02:05.000Z,1024,
markup,1970-01-01T00:02:06.000Z,0,
RR,1970-01-01T00:02:06.000Z,1040,
markup,1970-01-01T00:02:07.000Z,0,
RR,1970-01-01T00:02:07.000Z,948,
RR,1970-01-01T00:02:08.000Z,1052,
markup,1970-01-01T00:02:08.000Z,0,
markup,1970-01-01T00:02:09.000Z,0,
RR,1970-01-01T00:02:09.000Z,984,
markup,1970-01-01T00:02:10.000Z,0,
RR,1970-01-01T00:02:10.000Z,912,
markup,1970-01-01T00:02:11.000Z,0,
RR,1970-01-01T00:02:11.000Z,600,
RR,1970-01-01T00:02:12.000Z,1260,
markup,1970-01-01T00:02:12.000Z,0,
RR,1970-01-01T00:02:13.000Z,1144,
markup,1970-01-01T00:02:13.000Z,0,
RR,1970-01-01T00:02:14.000Z,944,
markup,1970-01-01T00:02:14.000Z,0,
RR,1970-01-01T00:02:15.000Z,876,
markup,1970-01-01T00:02:15.000Z,0,
RR,1970-01-01T00:02:16.000Z,984,
markup,1970-01-01T00:02:16.000Z,0,
RR,1970-01-01T00:02:17.000Z,884,
markup,1970-01-01T00:02:17.000Z,0,
RR,1970-01-01T00:02:18.000Z,936,
markup,1970-01-01T00:02:18.000Z,0,
RR,1970-01-01T00:02:19.000Z,964,
markup,1970-01-01T00:02:19.000Z,0,
RR,1970-01-01T00:02:20.000Z,1040,
markup,1970-01-01T00:02:20.000Z,0,
RR,1970-01-01T00:02:21.000Z,960,
markup,1970-01-01T00:02:21.000Z,0,
RR,1970-01-01T00:02:22.000Z,1100,
markup,1970-01-01T00:02:22.000Z,0,
markup,1970-01-01T00:02:23.000Z,0,
RR,1970-01-01T00:02:23.000Z,1060,
markup,1970-01-01T00:02:24.000Z,0,
RR,1970-01-01T00:02:24.000Z,1052,
markup,1970-01-01T00:02:25.000Z,0,
RR,1970-01-01T00:02:25.000Z,1028,
RR,1970-01-01T00:02:26.000Z,1040,
markup,1970-01-01T00:02:26.000Z,0,
markup,1970-01-01T00:02:27.000Z,0,
RR,1970-01-01T00:02:27.000Z,1044,
RR,1970-01-01T00:02:28.000Z,1036,
markup,1970-01-01T00:02:28.000Z,0,
RR,1970-01-01T00:02:29.000Z,1000,
markup,1970-01-01T00:02:29.000Z,0,
RR,1970-01-01T00:02:30.000Z,996,
markup,1970-01-01T00:02:30.000Z,0,
RR,1970-01-01T00:02:31.000Z,964,
markup,1970-01-01T00:02:31.000Z,0,
markup,1970-01-01T00:02:32.000Z,0,
RR,1970-01-01T00:02:32.000Z,916,
markup,1970-01-01T00:02:33.000Z,0,
RR,1970-01-01T00:02:33.000Z,948,
markup,1970-01-01T00:02:34.000Z,0,
RR,1970-01-01T00:02:34.000Z,940,
RR,1970-01-01T00:02:35.000Z,952,
markup,1970-01-01T00:02:35.000Z,0,
RR,1970-01-01T00:02:36.000Z,960,
markup,1970-01-01T00:02:36.000Z,0,
markup,1970-01-01T00:02:37.000Z,0,
RR,1970-01-01T00:02:37.000Z,1028,
markup,1970-01-01T00:02:38.000Z,0,
RR,1970-01-01T00:02:38.000Z,968,
markup,1970-01-01T00:02:39.000Z,0,
RR,1970-01-01T00:02:39.000Z,968,
markup,1970-01-01T00:02:40.000Z,0,
RR,1970-01-01T00:02:40.000Z,912,
markup,1970-01-01T00:02:41.000Z,0,
RR,1970-01-01T00:02:41.000Z,972,
markup,1970-01-01T00:02:42.000Z,0,
RR,1970-01-01T00:02:42.000Z,1028,
markup,1970-01-01T00:02:43.000Z,0,
RR,1970-01-01T00:02:43.000Z,912,
RR,1970-01-01T00:02:44.000Z,1012,
markup,1970-01-01T00:02:44.000Z,0,
markup,1970-01-01T00:02:45.000Z,0,
RR,1970-01-01T00:02:45.000Z,968,
markup,1970-01-01T00:02:46.000Z,0,
RR,1970-01-01T00:02:46.000Z,900,
RR,1970-01-01T00:02:47.000Z,944,
markup,1970-01-01T00:02:47.000Z,0,
markup,1970-01-01T00:02:48.000Z,0,
RR,1970-01-01T00:02:48.000Z,916,
markup,1970-01-01T00:02:49.000Z,0,
RR,1970-01-01T00:02:49.000Z,884,
markup,1970-01-01T00:02:50.000Z,0,
RR,1970-01-01T00:02:50.000Z,944,
RR,1970-01-01T00:02:51.000Z,816,
markup,1970-01-01T00:02:51.000Z,0,
markup,1970-01-01T00:02:52.000Z,0,
RR,1970-01-01T00:02:52.000Z,856,
markup,1970-01-01T00:02:53.000Z,0,
RR,1970-01-01T00:02:53.000Z,884,
markup,1970-01-01T00:02:54.000Z,0,
RR,1970-01-01T00:02:54.000Z,776,
markup,1970-01-01T00:02:55.000Z,0,
RR,1970-01-01T00:02:55.000Z,800,
markup,1970-01-01T00:02:56.000Z,0,
RR,1970-01-01T00:02:56.000Z,832,
RR,1970-01-01T00:02:57.000Z,916,
markup,1970-01-01T00:02:57.000Z,0,
markup,1970-01-01T00:02:58.000Z,0,
RR,1970-01-01T00:02:58.000Z,824,
markup,1970-01-01T00:02:59.000Z,0,
RR,1970-01-01T00:02:59.000Z,944,
RR,1970-01-01T00:03:00.000Z,828,
markup,1970-01-01T00:03:00.000Z,0,
markup,1970-01-01T00:03:01.000Z,0,
RR,1970-01-01T00:03:01.000Z,908,
RR,1970-01-01T00:03:02.000Z,936,
markup,1970-01-01T00:03:02.000Z,0,
RR,1970-01-01T00:03:03.000Z,964,
markup,1970-01-01T00:03:03.000Z,0,
RR,1970-01-01T00:03:04.000Z,1040,
markup,1970-01-01T00:03:04.000Z,0,
RR,1970-01-01T00:03:05.000Z,936,
markup,1970-01-01T00:03:05.000Z,0,
markup,1970-01-01T00:03:06.000Z,0,
RR,1970-01-01T00:03:06.000Z,988,
RR,1970-01-01T00:03:07.000Z,980,
markup,1970-01-01T00:03:07.000Z,0,
markup,1970-01-01T00:03:08.000Z,0,
RR,1970-01-01T00:03:08.000Z,960,
markup,1970-01-01T00:03:09.000Z,0,
RR,1970-01-01T00:03:09.000Z,1000,
markup,1970-01-01T00:03:10.000Z,0,
RR,1970-01-01T00:03:10.000Z,924,
RR,1970-01-01T00:03:11.000Z,896,
markup,1970-01-01T00:03:11.000Z,0,
RR,1970-01-01T00:03:12.000Z,924,
markup,1970-01-01T00:03:12.000Z,0,
RR,1970-01-01T00:03:13.000Z,960,
markup,1970-01-01T00:03:13.000Z,0,
markup,1970-01-01T00:03:14.000Z,0,
RR,1970-01-01T00:03:14.000Z,900,
RR,1970-01-01T00:03:15.000Z,876,
markup,1970-01-01T00:03:15.000Z,0,
RR,1970-01-01T00:03:16.000Z,868,
markup,1970-01-01T00:03:16.000Z,0,
markup,1970-01-01T00:03:17.000Z,0,
RR,1970-01-01T00:03:17.000Z,856,
RR,1970-01-01T00:03:18.000Z,844,
markup,1970-01-01T00:03:18.000Z,0,
RR,1970-01-01T00:03:19.000Z,836,
markup,1970-01-01T00:03:19.000Z,0,
RR,1970-01-01T00:03:20.000Z,824,
markup,1970-01-01T00:03:20.000Z,0,
RR,1970-01-01T00:03:21.000Z,784,
markup,1970-01-01T00:03:21.000Z,0,
markup,1970-01-01T00:03:22.000Z,0,
RR,1970-01-01T00:03:22.000Z,880,
markup,1970-01-01T00:03:23.000Z,0,
RR,1970-01-01T00:03:23.000Z,972,
markup,1970-01-01T00:03:24.000Z,0,
RR,1970-01-01T00:03:24.000Z,928,
RR,1970-01-01T00:03:25.000Z,960,
markup,1970-01-01T00:03:25.000Z,0,
RR,1970-01-01T00:03:26.000Z,960,
markup,1970-01-01T00:03:26.000Z,0,
RR,1970-01-01T00:03:27.000Z,924,
markup,1970-01-01T00:03:27.000Z,0,
RR,1970-01-01T00:03:28.000Z,956,
markup,1970-01-01T00:03:28.000Z,0,
markup,1970-01-01T00:03:29.000Z,0,
RR,1970-01-01T00:03:29.000Z,984,
markup,1970-01-01T00:03:30.000Z,0,
RR,1970-01-01T00:03:30.000Z,1000,
markup,1970-01-01T00:03:31.000Z,0,
RR,1970-01-01T00:03:31.000Z,960,
RR,1970-01-01T00:03:32.000Z,1020,
markup,1970-01-01T00:03:32.000Z,0,
RR,1970-01-01T00:03:33.000Z,916,
markup,1970-01-01T00:03:33.000Z,0,
RR,1970-01-01T00:03:34.000Z,940,
markup,1970-01-01T00:03:34.000Z,0,
markup,1970-01-01T00:03:35.000Z,0,
RR,1970-01-01T00:03:35.000Z,988,
markup,1970-01-01T00:03:36.000Z,0,
RR,1970-01-01T00:03:36.000Z,1020,
markup,1970-01-01T00:03:37.000Z,0,
RR,1970-01-01T00:03:37.000Z,1064,
markup,1970-01-01T00:03:38.000Z,0,
RR,1970-01-01T00:03:38.000Z,916,
markup,1970-01-01T00:03:39.000Z,0,
RR,1970-01-01T00:03:39.000Z,140,
RR,1970-01-01T00:03:40.000Z,812,
markup,1970-01-01T00:03:40.000Z,0,
RR,1970-01-01T00:03:41.000Z,952,
markup,1970-01-01T00:03:41.000Z,0,
markup,1970-01-01T00:03:42.000Z,0,
RR,1970-01-01T00:03:42.000Z,956,
RR,1970-01-01T00:03:43.000Z,224,
markup,1970-01-01T00:03:43.000Z,0,
markup,1970-01-01T00:03:44.000Z,0,
RR,1970-01-01T00:03:44.000Z,416,
markup,1970-01-01T00:03:45.000Z,0,
RR,1970-01-01T00:03:45.000Z,332,
markup,1970-01-01T00:03:46.000Z,0,
RR,1970-01-01T00:03:46.000Z,968,
RR,1970-01-01T00:03:47.000Z,476,
markup,1970-01-01T00:03:47.000Z,0,
markup,1970-01-01T00:03:48.000Z,0,
RR,1970-01-01T00:03:48.000Z,328,
RR,1970-01-01T00:03:49.000Z,160,
markup,1970-01-01T00:03:49.000Z,0,
RR,1970-01-01T00:03:50.000Z,1020,
markup,1970-01-01T00:03:50.000Z,0,
markup,1970-01-01T00:03:51.000Z,0,
RR,1970-01-01T00:03:51.000Z,904,
markup,1970-01-01T00:03:52.000Z,0,
RR,1970-01-01T00:03:52.000Z,76,
RR,1970-01-01T00:03:53.000Z,908,
markup,1970-01-01T00:03:53.000Z,1,
markup,1970-01-01T00:03:54.000Z,1,
RR,1970-01-01T00:03:54.000Z,964,
RR,1970-01-01T00:03:55.000Z,952,
markup,1970-01-01T00:03:55.000Z,1,
RR,1970-01-01T00:03:56.000Z,976,
markup,1970-01-01T00:03:56.000Z,1,
RR,1970-01-01T00:03:57.000Z,1024,
markup,1970-01-01T00:03:57.000Z,1,spike
RR,1970-01-01T00:03:58.000Z,884,
markup,1970-01-01T00:03:58.000Z,1,
RR,1970-01-01T00:03:59.000Z,940,
markup,1970-01-01T00:03:59.000Z,1,
RR,1970-01-01T00:04:00.000Z,916,
markup,1970-01-01T00:04:00.000Z,1,
markup,1970-01-01T00:04:01.000Z,1,spike
RR,1970-01-01T00:04:01.000Z,964,
markup,1970-01-01T00:04:02.000Z,1,
RR,1970-01-01T00:04:02.000Z,840,
RR,1970-01-01T00:04:03.000Z,900,
markup,1970-01-01T00:04:03.000Z,1,
markup,1970-01-01T00:04:04.000Z,1,
RR,1970-01-01T00:04:04.000Z,904,
RR,1970-01-01T00:04:05.000Z,980,
markup,1970-01-01T00:04:05.000Z,1,
RR,1970-01-01T00:04:06.000Z,900,
markup,1970-01-01T00:04:06.000Z,0,
RR,1970-01-01T00:04:07.000Z,956,
markup,1970-01-01T00:04:07.000Z,0,
RR,1970-01-01T00:04:08.000Z,1028,
markup,1970-01-01T00:04:08.000Z,0,
RR,1970-01-01T00:04:09.000Z,976,
markup,1970-01-01T00:04:09.000Z,0,
markup,1970-01-01T00:04:10.000Z,0,
RR,1970-01-01T00:04:10.000Z,896,
RR,1970-01-01T00:04:11.000Z,964,
markup,1970-01-01T00:04:11.000Z,0,
markup,1970-01-01T00:04:12.000Z,0,
RR,1970-01-01T00:04:12.000Z,960,
markup,1970-01-01T00:04:13.000Z,0,
RR,1970-01-01T00:04:13.000Z,1008,
markup,1970-01-01T00:04:14.000Z,0,
RR,1970-01-01T00:04:14.000Z,916,
RR,1970-01-01T00:04:15.000Z,956,
markup,1970-01-01T00:04:15.000Z,0,
RR,1970-01-01T00:04:16.000Z,1024,
markup,1970-01-01T00:04:16.000Z,0,
RR,1970-01-01T00:04:17.000Z,888,
markup,1970-01-01T00:04:17.000Z,0,
markup,1970-01-01T00:04:18.000Z,0,
RR,1970-01-01T00:04:18.000Z,1000,
markup,1970-01-01T00:04:19.000Z,0,
RR,1970-01-01T00:04:19.000Z,976,
RR,1970-01-01T00:04:20.000Z,928,
markup,1970-01-01T00:04:20.000Z,0,
markup,1970-01-01T00:04:21.000Z,0,
RR,1970-01-01T00:04:21.000Z,936,
RR,1970-01-01T00:04:22.000Z,880,
markup,1970-01-01T00:04:22.000Z,0,
RR,1970-01-01T00:04:23.000Z,960,
markup,1970-01-01T00:04:23.000Z,0,
RR,1970-01-01T00:04:24.000Z,924,
markup,1970-01-01T00:04:24.000Z,0,
RR,1970-01-01T00:04:25.000Z,876,
markup,1970-01-01T00:04:25.000Z,0,
markup,1970-01-01T00:04:26.000Z,0,
RR,1970-01-01T00:04:26.000Z,904,
markup,1970-01-01T00:04:27.000Z,0,
RR,1970-01-01T00:04:27.000Z,940,
RR,1970-01-01T00:04:28.000Z,880,
markup,1970-01-01T00:04:28.000Z,0,
markup,1970-01-01T00:04:29.000Z,0,
RR,1970-01-01T00:04:29.000Z,820,
RR,1970-01-01T00:04:30.000Z,928,
markup,1970-01-01T00:04:30.000Z,0,
RR,1970-01-01T00:04:31.000Z,856,
markup,1970-01-01T00:04:31.000Z,0,
RR,1970-01-01T00:04:32.000Z,800,
markup,1970-01-01T00:04:32.000Z,0,
markup,1970-01-01T00:04:33.000Z,0,
RR,1970-01-01T00:04:33.000Z,900,
markup,1970-01-01T00:04:34.000Z,0,
RR,1970-01-01T00:04:34.000Z,780,
markup,1970-01-01T00:04:35.000Z,0,
RR,1970-01-01T00:04:35.000Z,904,
RR,1970-01-01T00:04:36.000Z,884,
markup,1970-01-01T00:04:36.000Z,0,
RR,1970-01-01T00:04:37.000Z,836,
markup,1970-01-01T00:04:37.000Z,0,
markup,1970-01-01T00:04:38.000Z,0,
RR,1970-01-01T00:04:38.000Z,980,
RR,1970-01-01T00:04:39.000Z,936,
markup,1970-01-01T00:04:39.000Z,0,
RR,1970-01-01T00:04:40.000Z,864,
markup,1970-01-01T00:04:40.000Z,0,
RR,1970-01-01T00:04:41.000Z,904,
markup,1970-01-01T00:04:41.000Z,0,
markup,1970-01-01T00:04:42.000Z,0,
RR,1970-01-01T00:04:42.000Z,944,
RR,1970-01-01T00:04:43.000Z,952,
markup,1970-01-01T00:04:43.000Z,0,
markup,1970-01-01T00:04:44.000Z,0,
RR,1970-01-01T00:04:44.000Z,1008,
markup,1970-01-01T00:04:45.000Z,0,
RR,1970-01-01T00:04:45.000Z,880,
markup,1970-01-01T00:04:46.000Z,0,
RR,1970-01-01T00:04:46.000Z,1000,
RR,1970-01-01T00:04:47.000Z,956,
markup,1970-01-01T00:04:47.000Z,0,
RR,1970-01-01T00:04:48.000Z,928,
markup,1970-01-01T00:04:48.000Z,0,
RR,1970-01-01T00:04:49.000Z,948,
markup,1970-01-01T00:04:49.000Z,0,
markup,1970-01-01T00:04:50.000Z,0,
RR,1970-01-01T00:04:50.000Z,908,
RR,1970-01-01T00:04:51.000Z,984,
markup,1970-01-01T00:04:51.000Z,0,
markup,1970-01-01T00:04:52.000Z,0,
RR,1970-01-01T00:04:52.000Z,876,
RR,1970-01-01T00:04:53.000Z,944,
markup,1970-01-01T00:04:53.000Z,0,
markup,1970-01-01T00:04:54.000Z,0,
RR,1970-01-01T00:04:54.000Z,1024,
RR,1970-01-01T00:04:55.000Z,956,
markup,1970-01-01T00:04:55.000Z,0,
markup,1970-01-01T00:04:56.000Z,0,
RR,1970-01-01T00:04:56.000Z,904,
markup,1970-01-01T00:04:57.000Z,0,
RR,1970-01-01T00:04:57.000Z,976,
markup,1970-01-01T00:04:58.000Z,0,
RR,1970-01-01T00:04:58.000Z,964,
RR,1970-01-01T00:04:59.000Z,960,
markup,1970-01-01T00:04:59.000Z,0,
markup,1970-01-01T00:05:00.000Z,0,
RR,1970-01-01T00:05:00.000Z,1040,
markup,1970-01-01T00:05:01.000Z,0,
RR,1970-01-01T00:05:01.000Z,1004,
