,x,y,id,time
265,796,0,A001_001,203544
266,804,0,A001_001,204348
267,800,0,A001_001,205148
268,788,0,A001_001,205936
269,784,0,A001_001,206720
270,768,0,A001_001,207488
271,776,0,A001_001,208264
272,776,0,A001_001,209040
273,772,0,A001_001,209812
274,772,0,A001_001,210584
275,772,0,A001_001,211356
276,776,0,A001_001,212132
277,780,0,A001_001,212912
278,776,0,A001_001,213688
279,804,0,A001_001,214492
280,840,0,A001_001,215332
281,836,0,A001_001,216168
282,832,0,A001_001,217000
283,820,0,A001_001,217820
284,796,0,A001_001,218616
285,784,0,A001_001,219400
286,776,0,A001_001,220176
287,748,0,A001_001,220924
288,748,0,A001_001,221672
289,756,0,A001_001,222428
290,756,0,A001_001,223184
291,760,0,A001_001,223944
292,760,0,A001_001,224704
293,764,0,A001_001,225468
294,768,0,A001_001,226236
295,752,0,A001_001,226988
296,728,0,A001_001,227716
297,736,0,A001_001,228452
298,728,0,A001_001,229180
299,748,0,A001_001,229928
300,752,0,A001_001,230680
301,768,0,A001_001,231448
302,788,0,A001_001,232236
303,804,0,A001_001,233040
304,824,0,A001_001,233864
305,816,0,A001_001,234680
306,832,0,A001_001,235512
307,840,0,A001_001,236352
308,840,0,A001_001,237192
309,824,0,A001_001,238016
310,840,0,A001_001,238856
311,824,0,A001_001,239680
312,828,0,A001_001,240508
313,812,0,A001_001,241320
314,824,0,A001_001,242144
315,816,0,A001_001,242960
316,820,0,A001_001,243780
317,816,0,A001_001,244596
318,800,0,A001_001,245396
319,812,0,A001_001,246208
320,800,0,A001_001,247008
321,812,0,A001_001,247820
322,820,0,A001_001,248640
323,816,0,A001_001,249456
324,804,0,A001_001,250260
325,812,0,A001_001,251072
326,816,0,A001_001,251888
327,820,0,A001_001,252708
328,808,0,A001_001,253516
329,820,0,A001_001,254336
330,808,0,A001_001,255144
331,816,0,A001_001,255960
332,820,0,A001_001,256780
333,816,0,A001_001,257596
334,824,0,A001_001,258420
335,816,0,A001_001,259236
336,820,0,A001_001,260056
337,824,0,A001_001,260880
338,808,0,A001_001,261688
339,844,0,A001_001,262532
340,836,0,A001_001,263368
341,808,0,A001_001,264176
342,808,0,A001_001,264984
343,800,0,A001_001,265784
344,788,0,A001_001,266572
345,776,0,A001_001,267348
346,772,0,A001_001,268120
347,764,0,A001_001,268884
348,748,0,A001_001,269632
349,732,0,A001_001,270364
350,744,0,A001_001,271108
351,748,0,A001_001,271856
352,740,0,A001_001,272596
353,728,0,A001_001,273324
354,732,0,A001_001,274056
355,748,0,A001_001,274804
356,736,0,A001_001,275540
357,704,0,A001_001,276244
358,712,0,A001_001,276956
359,680,0,A001_001,277636
360,684,0,A001_001,278320
361,688,0,A001_001,279008
362,672,0,A001_001,279680
363,684,0,A001_001,280364
364,676,0,A001_001,281040
365,684,0,A001_001,281724
366,684,0,A001_001,282408
367,716,0,A001_001,283124
368,716,0,A001_001,283840
369,740,0,A001_001,284580
370,720,0,A001_001,285300
371,732,0,A001_001,286032
372,744,0,A001_001,286776
373,740,0,A001_001,287516
374,724,0,A001_001,288240
375,748,0,A001_001,288988
376,736,0,A001_001,289724
377,740,0,A001_001,290464
378,728,0,A001_001,291192
379,744,0,A001_001,291936
380,748,0,A001_001,292684
381,744,0,A001_001,293428
382,724,0,A001_001,294152
383,764,0,A001_001,294916
384,752,0,A001_001,295668
385,752,0,A001_001,296420
386,756,0,A001_001,297176
387,776,0,A001_001,297952
388,780,0,A001_001,298732
389,788,0,A001_001,299520
390,784,0,A001_001,300304
391,784,0,A001_001,301088
392,784,0,A001_001,301872
393,788,0,A001_001,302660
394,796,0,A001_001,303456
395,784,0,A001_001,304240
396,784,0,A001_001,305024
397,788,0,A001_001,305812
398,788,0,A001_001,306600
399,788,0,A001_001,307388
400,784,0,A001_001,308172
401,776,0,A001_001,308948
402,780,0,A001_001,309728
403,776,0,A001_001,310504
404,772,0,A001_001,311276
405,768,0,A001_001,312044
406,776,0,A001_001,312820
407,776,0,A001_001,313596
408,792,0,A001_001,314388
409,788,0,A001_001,315176
410,792,0,A001_001,315968
411,788,0,A001_001,316756
412,788,0,A001_001,317544
413,812,0,A001_001,318356
414,804,0,A001_001,319160
415,812,0,A001_001,319972
416,808,0,A001_001,320780
417,816,0,A001_001,321596
418,804,0,A001_001,322400
419,800,0,A001_001,323200
420,796,0,A001_001,323996
421,800,0,A001_001,324796
422,804,0,A001_001,325600
423,804,0,A001_001,326404
424,812,0,A001_001,327216
425,816,0,A001_001,328032
426,804,0,A001_001,328836
427,808,0,A001_001,329644
428,820,0,A001_001,330464
429,824,0,A001_001,331288
430,832,0,A001_001,332120
431,820,0,A001_001,332940
432,812,0,A001_001,333752
433,808,0,A001_001,334560
434,800,0,A001_001,335360
435,788,0,A001_001,336148
436,776,0,A001_001,336924
437,780,0,A001_001,337704
438,776,0,A001_001,338480
439,772,0,A001_001,339252
440,772,0,A001_001,340024
441,772,0,A001_001,340796
442,788,0,A001_001,341584
443,792,0,A001_001,342376
444,800,0,A001_001,343176
445,800,0,A001_001,343976
446,796,0,A001_001,344772
447,808,0,A001_001,345580
448,816,0,A001_001,346396
449,816,0,A001_001,347212
450,816,0,A001_001,348028
451,808,0,A001_001,348836
452,808,0,A001_001,349644
453,816,0,A001_001,350460
454,812,0,A001_001,351272
455,808,0,A001_001,352080
456,808,0,A001_001,352888
457,808,0,A001_001,353696
458,804,0,A001_001,354500
459,796,0,A001_001,355296
460,796,0,A001_001,356092
461,828,0,A001_001,356920
462,860,0,A001_001,357780
463,852,0,A001_001,358632
464,856,0,A001_001,359488
465,852,0,A001_001,360340
466,840,0,A001_001,361180
467,824,0,A001_001,362004
468,840,0,A001_001,362844
469,828,0,A001_001,363672
470,824,0,A001_001,364496
471,812,0,A001_001,365308
472,800,0,A001_001,366108
473,800,0,A001_001,366908
474,808,0,A001_001,367716
475,816,0,A001_001,368532
476,812,0,A001_001,369344
477,820,0,A001_001,370164
478,840,0,A001_001,371004
479,836,0,A001_001,371840
480,836,0,A001_001,372676
481,832,0,A001_001,373508
482,844,0,A001_001,374352
483,840,0,A001_001,375192
484,840,0,A001_001,376032
485,832,0,A001_001,376864
486,820,0,A001_001,377684
487,820,0,A001_001,378504
488,824,0,A001_001,379328
489,824,0,A001_001,380152
490,816,0,A001_001,380968
491,820,0,A001_001,381788
492,820,0,A001_001,382608
493,820,0,A001_001,383428
494,820,0,A001_001,384248
495,816,0,A001_001,385064
496,816,0,A001_001,385880
497,800,0,A001_001,386680
498,800,0,A001_001,387480
499,800,0,A001_001,388280
500,804,0,A001_001,389084
501,808,0,A001_001,389892
502,804,0,A001_001,390696
503,800,0,A001_001,391496
504,808,0,A001_001,392304
505,816,0,A001_001,393120
506,812,0,A001_001,393932
507,804,0,A001_001,394736
508,812,0,A001_001,395548
509,812,0,A001_001,396360
510,804,0,A001_001,397164
511,800,0,A001_001,397964
512,808,0,A001_001,398772
513,804,0,A001_001,399576
514,796,0,A001_001,400372
515,808,0,A001_001,401180
516,804,0,A001_001,401984
517,792,0,A001_001,402776
518,792,0,A001_001,403568
519,800,0,A001_001,404368
520,800,0,A001_001,405168
521,784,0,A001_001,405952
522,788,0,A001_001,406740
523,792,0,A001_001,407532
524,788,0,A001_001,408320
525,792,0,A001_001,409112
526,788,0,A001_001,409900
527,804,0,A001_001,410704
528,800,0,A001_001,411504
529,804,0,A001_001,412308
530,800,0,A001_001,413108
531,812,0,A001_001,413920
532,816,0,A001_001,414736
533,812,0,A001_001,415548
534,808,0,A001_001,416356
535,816,0,A001_001,417172
536,804,0,A001_001,417976
537,800,0,A001_001,418776
538,808,0,A001_001,419584
539,844,0,A001_001,420428
540,824,0,A001_001,421252
541,832,0,A001_001,422084
542,804,0,A001_001,422888
543,816,0,A001_001,423704
544,800,0,A001_001,424504
545,792,0,A001_001,425296
546,768,0,A001_001,426064
547,760,0,A001_001,426824
548,760,0,A001_001,427584
549,760,0,A001_001,428344
550,772,0,A001_001,429116
551,768,0,A001_001,429884
552,776,0,A001_001,430660
553,776,0,A001_001,431436
554,788,0,A001_001,432224
555,792,0,A001_001,433016
556,800,0,A001_001,433816
557,800,0,A001_001,434616
558,800,0,A001_001,435416
559,808,0,A001_001,436224
560,820,0,A001_001,437044
561,812,0,A001_001,437856
562,804,0,A001_001,438660
563,788,0,A001_001,439448
564,784,0,A001_001,440232
565,784,0,A001_001,441016
566,796,0,A001_001,441812
567,792,0,A001_001,442604
568,788,0,A001_001,443392
569,788,0,A001_001,444180
570,800,0,A001_001,444980
571,804,0,A001_001,445784
572,808,0,A001_001,446592
573,808,0,A001_001,447400
574,812,0,A001_001,448212
575,816,0,A001_001,449028
576,816,0,A001_001,449844
577,812,0,A001_001,450656
578,812,0,A001_001,451468
579,812,0,A001_001,452280
580,816,0,A001_001,453096
581,804,0,A001_001,453900
582,804,0,A001_001,454704
583,808,0,A001_001,455512
584,796,0,A001_001,456308
585,796,0,A001_001,457104
586,800,0,A001_001,457904
587,796,0,A001_001,458700
588,792,0,A001_001,459492
589,796,0,A001_001,460288
590,804,0,A001_001,461092
591,812,0,A001_001,461904
592,808,0,A001_001,462712
593,812,0,A001_001,463524
594,808,0,A001_001,464332
595,812,0,A001_001,465144
596,780,0,A001_001,465924
597,776,0,A001_001,466700
598,764,0,A001_001,467464
599,748,0,A001_001,468212
600,748,0,A001_001,468960
601,744,0,A001_001,469704
602,744,0,A001_001,470448
603,736,0,A001_001,471184
604,724,0,A001_001,471908
605,724,0,A001_001,472632
606,728,0,A001_001,473360
607,724,0,A001_001,474084
608,724,0,A001_001,474808
609,724,0,A001_001,475532
610,720,0,A001_001,476252
611,708,0,A001_001,476960
612,732,0,A001_001,477692
613,736,0,A001_001,478428
614,732,0,A001_001,479160
615,732,0,A001_001,479892
616,748,0,A001_001,480640
617,752,0,A001_001,481392
618,752,0,A001_001,482144
619,752,0,A001_001,482896
620,764,0,A001_001,483660
621,768,0,A001_001,484428
622,748,0,A001_001,485176
623,760,0,A001_001,485936
624,756,0,A001_001,486692
625,764,0,A001_001,487456
626,768,0,A001_001,488224
627,768,0,A001_001,488992
628,772,0,A001_001,489764
629,776,0,A001_001,490540
630,768,0,A001_001,491308
631,768,0,A001_001,492076
632,760,0,A001_001,492836
633,772,0,A001_001,493608
634,768,0,A001_001,494376
635,760,0,A001_001,495136
636,768,0,A001_001,495904
637,760,0,A001_001,496664
638,756,0,A001_001,497420
639,752,0,A001_001,498172
640,760,0,A001_001,498932
641,752,0,A001_001,499684
642,752,0,A001_001,500436
643,752,0,A001_001,501188
644,748,0,A001_001,501936
645,752,0,A001_001,502688
646,748,0,A001_001,503436
647,748,0,A001_001,504184
648,748,0,A001_001,504932
649,748,0,A001_001,505680
650,752,0,A001_001,506432
651,740,0,A001_001,507172
652,728,0,A001_001,507900
653,728,0,A001_001,508628
654,724,0,A001_001,509352
655,724,0,A001_001,510076
656,716,0,A001_001,510792
657,720,0,A001_001,511512
658,708,0,A001_001,512220
659,704,0,A001_001,512924
660,700,0,A001_001,513624
661,708,0,A001_001,514332
662,700,0,A001_001,515032
663,700,0,A001_001,515732
664,700,0,A001_001,516432
665,696,0,A001_001,517128
666,688,0,A001_001,517816
667,676,0,A001_001,518492
668,676,0,A001_001,519168
669,664,0,A001_001,519832
670,680,0,A001_001,520512
671,704,0,A001_001,521216
672,708,0,A001_001,521924
673,736,0,A001_001,522660
674,740,0,A001_001,523400
675,744,0,A001_001,524144
676,732,0,A001_001,524876
677,744,0,A001_001,525620
678,736,0,A001_001,526356
679,728,0,A001_001,527084
680,720,0,A001_001,527804
681,720,0,A001_001,528524
682,736,0,A001_001,529260
683,716,0,A001_001,529976
684,728,0,A001_001,530704
685,716,0,A001_001,531420
686,720,0,A001_001,532140
687,688,0,A001_001,532828
688,728,0,A001_001,533556
689,716,0,A001_001,534272
690,732,0,A001_001,535004
691,736,0,A001_001,535740
692,748,0,A001_001,536488
693,760,0,A001_001,537248
694,740,0,A001_001,537988
695,756,0,A001_001,538744
696,748,0,A001_001,539492
697,752,0,A001_001,540244
698,752,0,A001_001,540996
699,748,0,A001_001,541744
700,752,0,A001_001,542496
701,764,0,A001_001,543260
702,760,0,A001_001,544020
703,752,0,A001_001,544772
704,748,0,A001_001,545520
705,748,0,A001_001,546268
706,748,0,A001_001,547016
707,744,0,A001_001,547760
708,732,0,A001_001,548492
709,732,0,A001_001,549224
710,728,0,A001_001,549952
711,728,0,A001_001,550680
712,720,0,A001_001,551400
713,716,0,A001_001,552116
714,716,0,A001_001,552832
715,724,0,A001_001,553556
716,672,0,A001_001,554228
717,700,0,A001_001,554928
718,676,0,A001_001,555604
719,688,0,A001_001,556292
720,656,0,A001_001,556948
721,664,0,A001_001,557612
722,672,0,A001_001,558284
723,672,0,A001_001,558956
724,692,0,A001_001,559648
725,668,0,A001_001,560316
726,696,0,A001_001,561012
727,696,0,A001_001,561708
728,712,0,A001_001,562420
729,724,0,A001_001,563144
730,752,0,A001_001,563896
731,756,0,A001_001,564652
732,764,0,A001_001,565416
733,764,0,A001_001,566180
734,776,0,A001_001,566956
735,768,0,A001_001,567724
736,748,0,A001_001,568472
737,736,0,A001_001,569208
738,740,0,A001_001,569948
739,740,0,A001_001,570688
740,736,0,A001_001,571424
741,716,0,A001_001,572140
742,728,0,A001_001,572868
743,728,0,A001_001,573596
744,728,0,A001_001,574324
745,708,0,A001_001,575032
746,716,0,A001_001,575748
747,720,0,A001_001,576468
748,728,0,A001_001,577196
749,728,0,A001_001,577924
750,728,0,A001_001,578652
751,728,0,A001_001,579380
752,736,0,A001_001,580116
753,740,0,A001_001,580856
754,732,0,A001_001,581588
755,748,0,A001_001,582336
756,748,0,A001_001,583084
757,752,0,A001_001,583836
758,740,0,A001_001,584576
759,720,0,A001_001,585296
760,744,0,A001_001,586040
761,764,0,A001_001,586804
762,772,0,A001_001,587576
763,780,0,A001_001,588356
764,784,0,A001_001,589140
765,792,0,A001_001,589932
766,788,0,A001_001,590720
767,772,0,A001_001,591492
768,780,0,A001_001,592272
769,780,0,A001_001,593052
770,792,0,A001_001,593844
771,804,0,A001_001,594648
772,784,0,A001_001,595432
773,784,0,A001_001,596216
774,776,0,A001_001,596992
775,784,0,A001_001,597776
776,788,0,A001_001,598564
777,796,0,A001_001,599360
778,812,0,A001_001,600172
779,804,0,A001_001,600976
780,796,0,A001_001,601772
781,788,0,A001_001,602560
782,780,0,A001_001,603340
783,820,0,A001_001,604160
784,824,0,A001_001,604984
785,820,0,A001_001,605804
786,824,0,A001_001,606628
787,816,0,A001_001,607444
788,788,0,A001_001,608232
789,796,0,A001_001,609028
790,784,0,A001_001,609812
791,776,0,A001_001,610588
792,768,0,A001_001,611356
793,768,0,A001_001,612124
794,776,0,A001_001,612900
795,788,0,A001_001,613688
796,784,0,A001_001,614472
797,780,0,A001_001,615252
798,780,0,A001_001,616032
799,788,0,A001_001,616820
800,796,0,A001_001,617616
801,796,0,A001_001,618412
802,804,0,A001_001,619216
803,796,0,A001_001,620012
804,780,0,A001_001,620792
805,792,0,A001_001,621584
806,788,0,A001_001,622372
807,788,0,A001_001,623160
808,800,0,A001_001,623960
809,796,0,A001_001,624756
810,792,0,A001_001,625548
811,792,0,A001_001,626340
812,792,0,A001_001,627132
813,776,0,A001_001,627908
814,784,0,A001_001,628692
815,788,0,A001_001,629480
816,768,0,A001_001,630248
817,764,0,A001_001,631012
818,756,0,A001_001,631768
819,756,0,A001_001,632524
820,752,0,A001_001,633276
821,748,0,A001_001,634024
822,744,0,A001_001,634768
823,740,0,A001_001,635508
824,752,0,A001_001,636260
825,760,0,A001_001,637020
826,764,0,A001_001,637784
827,780,0,A001_001,638564
828,784,0,A001_001,639348
829,788,0,A001_001,640136
830,776,0,A001_001,640912
831,772,0,A001_001,641684
832,780,0,A001_001,642464
833,772,0,A001_001,643236
834,764,0,A001_001,644000
835,768,0,A001_001,644768
836,768,0,A001_001,645536
837,764,0,A001_001,646300
838,764,0,A001_001,647064
839,764,0,A001_001,647828
840,772,0,A001_001,648600
841,784,0,A001_001,649384
842,780,0,A001_001,650164
843,776,0,A001_001,650940
844,776,0,A001_001,651716
845,784,0,A001_001,652500
846,764,0,A001_001,653264
847,760,0,A001_001,654024
848,756,0,A001_001,654780
849,760,0,A001_001,655540
850,760,0,A001_001,656300
851,752,0,A001_001,657052
852,752,0,A001_001,657804
853,752,0,A001_001,658556
854,760,0,A001_001,659316
855,752,0,A001_001,660068
856,752,0,A001_001,660820
857,760,0,A001_001,661580
858,772,0,A001_001,662352
859,768,0,A001_001,663120
860,776,0,A001_001,663896
861,776,0,A001_001,664672
862,772,0,A001_001,665444
863,768,0,A001_001,666212
864,772,0,A001_001,666984
865,764,0,A001_001,667748
866,760,0,A001_001,668508
867,752,0,A001_001,669260
868,756,0,A001_001,670016
869,748,0,A001_001,670764
870,760,0,A001_001,671524
871,756,0,A001_001,672280
872,752,0,A001_001,673032
873,776,0,A001_001,673808
874,764,0,A001_001,674572
875,756,0,A001_001,675328
876,756,0,A001_001,676084
877,756,0,A001_001,676840
878,744,0,A001_001,677584
879,760,0,A001_001,678344
880,756,0,A001_001,679100
881,752,0,A001_001,679852
882,756,0,A001_001,680608
883,752,0,A001_001,681360
884,752,0,A001_001,682112
885,756,0,A001_001,682868
886,768,0,A001_001,683636
887,764,0,A001_001,684400
888,764,0,A001_001,685164
889,776,0,A001_001,685940
890,776,0,A001_001,686716
891,768,0,A001_001,687484
892,760,0,A001_001,688244
893,772,0,A001_001,689016
894,764,0,A001_001,689780
895,756,0,A001_001,690536
896,752,0,A001_001,691288
897,756,0,A001_001,692044
898,752,0,A001_001,692796
899,752,0,A001_001,693548
900,748,0,A001_001,694296
901,736,0,A001_001,695032
902,752,0,A001_001,695784
903,744,0,A001_001,696528
904,736,0,A001_001,697264
905,744,0,A001_001,698008
906,748,0,A001_001,698756
907,744,0,A001_001,699500
908,760,0,A001_001,700260
909,748,0,A001_001,701008
910,760,0,A001_001,701768
911,748,0,A001_001,702516
912,752,0,A001_001,703268
913,760,0,A001_001,704028
914,752,0,A001_001,704780
915,752,0,A001_001,705532
916,756,0,A001_001,706288
917,752,0,A001_001,707040
918,748,0,A001_001,707788
919,732,0,A001_001,708520
920,732,0,A001_001,709252
921,720,0,A001_001,709972
922,712,0,A001_001,710684
923,728,0,A001_001,711412
924,716,0,A001_001,712128
925,728,0,A001_001,712856
926,728,0,A001_001,713584
927,728,0,A001_001,714312
928,728,0,A001_001,715040
929,736,0,A001_001,715776
930,732,0,A001_001,716508
931,732,0,A001_001,717240
932,736,0,A001_001,717976
933,732,0,A001_001,718708
934,740,0,A001_001,719448
935,740,0,A001_001,720188
936,744,0,A001_001,720932
937,748,0,A001_001,721680
938,740,0,A001_001,722420
939,736,0,A001_001,723156
940,744,0,A001_001,723900
941,740,0,A001_001,724640
942,740,0,A001_001,725380
943,744,0,A001_001,726124
944,780,0,A001_001,726904
945,780,0,A001_001,727684
946,772,0,A001_001,728456
947,768,0,A001_001,729224
948,760,0,A001_001,729984
949,748,0,A001_001,730732
950,740,0,A001_001,731472
951,728,0,A001_001,732200
952,736,0,A001_001,732936
953,740,0,A001_001,733676
954,736,0,A001_001,734412
955,752,0,A001_001,735164
956,764,0,A001_001,735928
957,776,0,A001_001,736704
958,764,0,A001_001,737468
959,768,0,A001_001,738236
960,768,0,A001_001,739004
961,764,0,A001_001,739768
962,752,0,A001_001,740520
963,752,0,A001_001,741272
964,748,0,A001_001,742020
965,748,0,A001_001,742768
966,736,0,A001_001,743504
967,740,0,A001_001,744244
968,744,0,A001_001,744988
969,768,0,A001_001,745756
970,760,0,A001_001,746516
971,756,0,A001_001,747272
972,760,0,A001_001,748032
973,768,0,A001_001,748800
974,772,0,A001_001,749572
975,772,0,A001_001,750344
976,776,0,A001_001,751120
977,780,0,A001_001,751900
978,780,0,A001_001,752680
979,760,0,A001_001,753440
980,756,0,A001_001,754196
981,756,0,A001_001,754952
982,744,0,A001_001,755696
983,744,0,A001_001,756440
984,744,0,A001_001,757184
985,756,0,A001_001,757940
986,768,0,A001_001,758708
987,756,0,A001_001,759464
988,764,0,A001_001,760228
989,772,0,A001_001,761000
990,768,0,A001_001,761768
991,764,0,A001_001,762532
992,772,0,A001_001,763304
993,776,0,A001_001,764080
994,788,0,A001_001,764868
995,784,0,A001_001,765652
996,776,0,A001_001,766428
997,780,0,A001_001,767208
